calories,category,fat,carbs,name,restaurant
570,Burgers,34,43,Big Cheeseburger,Jack in the Box
880,Burgers,59,52,Sirloin Swiss & Grilled Onion Burger,Jack in the Box
560,Chicken,24,53,"Chicken Strips, Crispy 4 pc.",Jack in the Box
690,Chicken,6,133,Chicken Teriyaki Bowl,Jack in the Box
220,Salads,22,3,Creamy Southwest Dressing,Jack in the Box
140,Salads,7,18,Spicy Corn Sticks,Jack in the Box
560,Sides,33,43,Mozzarella Cheese Sticks 6 pc.,Jack in the Box
450,Breakfast,23,32,Breakfast Pita Pocket,Jack in the Box
570,Breakfast,40,32,Sausage Croissant,Jack in the Box
10,Coffee,0,2,Kona Classic® Coffee (regular) 16 fl oz.,Jack in the Box
440,Shakes,0,108,"Smoothie, Strawberry Banana 24 fl oz.",Jack in the Box
1120,Shakes,54,138,"Shake, Strawberry w/ Whipped Topping 24 oz.",Jack in the Box
290,Kid's Meals,12,32,Hamburger,Jack in the Box
400,Burgers,22,32,Jr. Bacon Cheeseburger,Jack in the Box
70,Desserts,0,17,Chiquita® Apple Bites with Caramel,Jack in the Box
290,Burgers,12,32,Hamburger,Jack in the Box
970,Burgers,65,52,Sirloin Swiss & Grilled Onion Burger with Bacon,Jack in the Box
250,Chicken,7,5,"Chicken Strips, Grilled 4 pc.",Jack in the Box
620,Sandwiches,29,54,"Grilled Sandwich, Deli Trio",Jack in the Box
680,Sides,42,58,Bacon Cheddar Potato Wedges,Jack in the Box
450,Sides,28,45,Onion Rings,Jack in the Box
620,Breakfast,29,53,Grilled Breakfast Sandwich,Jack in the Box
570,Breakfast,38,36,"Sausage, Egg & Cheese Biscuit",Jack in the Box
80,Drinks,0,21,"Flavored Iced Tea, Mango 24 fl oz.",Jack in the Box
300,Desserts,7,57,Chocolate Overload™ Cake,Jack in the Box
700,Shakes,38,76,"Shake, Vanilla w/ Whipped Topping 16 oz.",Jack in the Box
330,Kid's Meals,15,32,Hamburger with Cheese,Jack in the Box
500,Burgers,27,45,Jumbo Jack®,Jack in the Box
250,Salads,10,15,Grilled Chicken Salad**,Jack in the Box
330,Burgers,15,32,Hamburger with Cheese,Jack in the Box
660,Burgers,44,40,Sourdough Jack®,Jack in the Box
710,Seafood,37,74,Fish and Chips (Seasonal) w/ small French Fries,Jack in the Box
660,Sandwiches,31,53,"Grilled Sandwich, Turkey, Bacon & Cheddar",Jack in the Box
190,Sides,11,17,Beef Taco (1 Taco),Jack in the Box
280,French Fries,16,30,"Seasoned Curly Fries, small",Jack in the Box
660,Breakfast,47,32,Extreme Sausage® Sandwich,Jack in the Box
410,Breakfast,21,35,Sourdough Breakfast Sandwich,Jack in the Box
80,Drinks,0,20,"Flavored Iced Tea, Peach 24 fl oz.",Jack in the Box
350,Desserts,18,42,Mini Churros 5 pc.,Jack in the Box
1000,Shakes,54,109,"Shake, Vanilla w/ Whipped Topping 24 oz.",Jack in the Box
200,Kid's Meals,11,21,Seasoned Curly Fries (Kid’s),Jack in the Box
580,Burgers,34,45,Jumbo Jack® with Cheese,Jack in the Box
140,Sides,8,16,Sea Salt & Vinegar Chips,Jimmy Johns
312,Drinks,0,84,Raspberry Iced Tea,Jimmy Johns
130,Sides,5,19,Thinny Chips,Jimmy Johns
545,Sandwiches,16,65,Slim 6 Double provolone,Jimmy Johns
388,Drinks,0,104,Lemonade,Jimmy Johns
160,Sides,8,18,Regular Chips,Jimmy Johns
20,Drinks,0,4,Light Lemonade,Jimmy Johns
160,Sides,9,17,BBQ Jimmy Chips,Jimmy Johns
150,Sides,7,18,Jalapeño Chips,Jimmy Johns
1060,Appetizers,64,104,Fried Oysters,Joe's Crab Shack
530,Salads,38,19,Caesar Salad - Shrimp,Joe's Crab Shack
1430,Seafood,92,99,Fish & Chips,Joe's Crab Shack
1490,Seafood,84,144,Big Shrimp Platter,Joe's Crab Shack
1650,Entrees,85,158,Shrimp Pasta Alfredo,Joe's Crab Shack
1210,Seafood,75,70,Joe's Classic Steampot,Joe's Crab Shack
850,Sandwiches,53,38,Blackened Mahi Sandwich,Joe's Crab Shack
540,Seafood,19,55,Grilled Malibu Shrimp,Joe's Crab Shack
1240,Desserts,57,167,Sea Turtle Sundae,Joe's Crab Shack
470,Kid's Meals,39,19,Rockin Popcorn Shrimp,Joe's Crab Shack
1460,Appetizers,103,90,Classic Sampler,Joe's Crab Shack
250,Appetizers,13,22,New England Clam Chowder ,Joe's Crab Shack
650,Salads,39,39,Classic Cobb Salad - Shrimp,Joe's Crab Shack
1090,Seafood,74,44,Snapper Pontchartrain,Joe's Crab Shack
1540,Seafood,92,117,Seaside Platter,Joe's Crab Shack
480,Seafood,3,69,Dungeness Crab - excluding side of butter,Joe's Crab Shack
1180,Seafood,74,72,Samuel Adams Steampot,Joe's Crab Shack
810,Sandwiches,61,40,Crab Cake Sandwich,Joe's Crab Shack
260,Sides,23,0,Add Snow Crab,Joe's Crab Shack
700,Sides,34,94,Hush Puppies,Joe's Crab Shack
90,Kid's Meals,1,7,Kid's Snow Crab,Joe's Crab Shack
150,Kid's Meals,13,6,Celery & Ranch,Joe's Crab Shack
2000,Appetizers,145,130,Crab Nachos,Joe's Crab Shack
1310,Appetizers,69,127,Seafood Fun-Do,Joe's Crab Shack
630,Salads,38,38,Classic Cobb Salad - Snow,Joe's Crab Shack
890,Seafood,45,66,Grilled Sunset Salmon,Joe's Crab Shack
1050,Seafood,53,96,Shrimp Trio,Joe's Crab Shack
430,Seafood,3,68,King Crab - excluding side of butter,Joe's Crab Shack
1260,Seafood,75,80,Sunset Fire-Grilled Steampot,Joe's Crab Shack
1260,Burgers,85,67,Surf 'n Turf Burger,Joe's Crab Shack
80,Sides,6,6,Broccoli Florets,Joe's Crab Shack
470,Sides,23,61,Onion Strings,Joe's Crab Shack
1060,Kid's Meals,70,78,Captain's Catch,Joe's Crab Shack
200,Kid's Meals,4,36,Rice,Joe's Crab Shack
880,Appetizers,42,81,Garlicky Mussels,Joe's Crab Shack
220,Salads,18,8,Caesar Side Salad,Joe's Crab Shack
830,Seafood,43,48,Get Stuffed Snapper,Joe's Crab Shack
1280,Seafood,59,105,Caribbean Feast,Joe's Crab Shack
1990,Entrees,84,196,Skillet Paella,Joe's Crab Shack
1210,Seafood,75,70,Joe's Classic Steampot For 2 (Nutritionals for 1 serving),Joe's Crab Shack
990,Sandwiches,71,36,Chicken Club Sandwich - Blackened,Joe's Crab Shack
990,Seafood,54,98,Popcorn Shrimp,Joe's Crab Shack
310,Kid's Meals,8,40,Shrimply Grilled Shrimp,Joe's Crab Shack
300,Kid's Meals,15,38,French Fries,Joe's Crab Shack
1260,Appetizers,81,96,Double Dip,Joe's Crab Shack
670,Salads,46,18,Caesar Salad - Chicken,Joe's Crab Shack
1440,Seafood,94,123,Crunchy Catfish,Joe's Crab Shack
1150,Entrees,82,26,Ribeye,Joe's Crab Shack
1820,Entrees,94,161,Pasta-laya,Joe's Crab Shack
1470,Seafood,78,73,Bean Town Bake,Joe's Crab Shack
1310,Seafood,65,72,The Orleans,Joe's Crab Shack
1540,Seafood,92,111,Fish & Shrimp,Joe's Crab Shack
1230,Desserts,55,162,Key Lime Wave,Joe's Crab Shack
600,Kid's Meals,46,23,Fish Fingers,Joe's Crab Shack
350,Kid's Meals,6,75,Paint a Crab,Joe's Crab Shack
900,Appetizers,58,61,"Calamari, Fried",Joe's Crab Shack
970,Appetizers,66,75,Great Balls of Fire,Joe's Crab Shack
760,Salads,46,42,Chicken Chipotle Caesar,Joe's Crab Shack
680,Seafood,28,49,Maui Mahi,Joe's Crab Shack
2110,Seafood,144,143,East Coast Platter,Joe's Crab Shack
660,Entrees,22,48,Steak & Malibu Shrimp,Joe's Crab Shack
1200,Seafood,74,72,Old Bay Steampot,Joe's Crab Shack
790,Sandwiches,49,36,Chicken Club Sandwich - Grilled,Joe's Crab Shack
420,Sides,24,42,Add Coconut Shrimp,Joe's Crab Shack
60,Sides,1,14,Ear of Corn,Joe's Crab Shack
760,Kid's Meals,41,68,Mini Beach Burgers,Joe's Crab Shack
30,Kid's Meals,0,7,Corn on the Cob,Joe's Crab Shack
320,Appetizers,17,26,Clam Chowder,Joe's Crab Shack
710,Appetizers,36,68,Mozzarella Sticks,Joe's Crab Shack
790,Salads,46,38,Classic Cobb Salad - Chicken,Joe's Crab Shack
1000,Seafood,65,34,Salmon Orleans,Joe's Crab Shack
1970,Seafood,129,137,Fisherman's Platter,Joe's Crab Shack
510,Seafood,4,69,Crab Daddy Feast - excluding side of butter,Joe's Crab Shack
5,Seafood,0,0,Garlic Herb,Joe's Crab Shack
1590,Seafood,107,89,Ragin' Cajun,Joe's Crab Shack
1010,Burgers,68,47,Chipotle Bacon Cheeseburger,Joe's Crab Shack
330,Sides,17,27,Add Fried Shrimp,Joe's Crab Shack
370,Sides,19,47,French Fries,Joe's Crab Shack
390,Kid's Meals,15,35,Mini Steampot,Joe's Crab Shack
90,Kid's Meals,0,24,Apple Sauce,Joe's Crab Shack
1270,Appetizers,87,92,Crazy Good Crab Dip,Joe's Crab Shack
860,Salads,61,60,Aruba Shrimp Salad,Joe's Crab Shack
120,Salads,7,10,House Side Salad ,Joe's Crab Shack
1450,Entrees,81,93,Homestyle Chicken Tenders,Joe's Crab Shack
1470,Entrees,109,82,Crab Cake Dinner,Joe's Crab Shack
470,Seafood,4,68,Snow Crab - excluding side of butter,Joe's Crab Shack
1420,Seafood,84,96,The Diablo Steampot,Joe's Crab Shack
710,Seafood,37,48,Crab Stuffed Shrimp,Joe's Crab Shack
110,Sides,7,13,Coleslaw,Joe's Crab Shack
1530,Desserts,63,225,Chocolate Shack Attack,Joe's Crab Shack
590,Kid's Meals,33,23,Chicken Dippers,Joe's Crab Shack
290,Kid's Meals,14,39,Strawberry Sundae,Joe's Crab Shack
800,Appetizers,40,76,Crab Stuffed Mushrooms,Joe's Crab Shack
780,Salads,49,37,Aruba Chicken Salad,Joe's Crab Shack
970,Salads,72,52,Crab Cake Chipotle Caesar,Joe's Crab Shack
710,Entrees,32,53,Joe's Steak Deal,Joe's Crab Shack
2750,Seafood,168,220,The Big Hook Up,Joe's Crab Shack
580,Seafood,4,69,Lobster Daddy Feast - excluding side of butter,Joe's Crab Shack
1260,Seafood,75,80,Sunset Fire-Grilled Steampot For 2 (Nutritionals for 1 serving),Joe's Crab Shack
1230,Seafood,72,127,Coconut Shrimp,Joe's Crab Shack
250,Sides,15,19,Cheesy New Potatoes,Joe's Crab Shack
980,Desserts,64,85,Big Cheese Cheesecake,Joe's Crab Shack
260,Kid's Meals,9,35,Cheesy Mac,Joe's Crab Shack
40,Kid's Meals,3,3,Veggies,Joe's Crab Shack
1060,Appetizers,54,89,Diablo Mussels,Joe's Crab Shack
450,Salads,37,18,Caesar Salad,Joe's Crab Shack
1190,Seafood,64,44,Blackened Tilapia,Joe's Crab Shack
1590,Entrees,100,110,Pan Fried Cheesy Chicken,Joe's Crab Shack
860,Entrees,47,72,Crawfish Half 'n Half,Joe's Crab Shack
400,Seafood,44,0,Dipping Butter,Joe's Crab Shack
5,Seafood,0,1,Spicy Boil,Joe's Crab Shack
1330,Seafood,85,77,The KJ Steampot,Joe's Crab Shack
1060,Seafood,58,100,Crispy Shrimp,Joe's Crab Shack
1400,Desserts,51,227,Crabby Apple Crumble,Joe's Crab Shack
450,Kid's Meals,15,61,Pizza,Joe's Crab Shack
340,Kid's Meals,14,50,Chocolate Sundae,Joe's Crab Shack
120,Chicken,7,3,OR Chicken- Whole Wing,KFC
150,Chicken,10,5,EC Chicken- Drumstick,KFC
220,Chicken,7,0,Grilled Chicken- Breast,KFC
80,Wings,4,8,HBBQ Hot Wings® (1),KFC
510,Entrees,28,51,Fiery Buffalo Hot Wings® Value Box,KFC
360,Salads,19,18,Crispy Chicken BLT Salad without Dressing,KFC
25,Sides,0,4,Green Beans,KFC
420,Entrees,29,25,Country Fried Steak with Peppered White Gravy,KFC
510,Chicken,33,16,EC Chicken- Breast,KFC
70,Wings,4,4,Hot Wings® (1),KFC
490,Entrees,27,45,Hot Wings® Value Box,KFC
40,Salads,2,2,Caesar Side Salad without Dressing & Croutons,KFC
70,Salads,3,8,Parmesan Garlic Croutons Pouch (1),KFC
140,Sides,1,33,"Corn on the Cob (5.5"")",KFC
390,Entrees,27,21,Country Fried Steak without Peppered White Gravy,KFC
200,Desserts,7,35,Lil' Bucket™ Strawberry Shortcake Parfait Cup,KFC
160,Chicken,10,5,Spicy Crispy- Drumstick,KFC
260,Chicken,14,11,Crispy Strips (2),KFC
270,Sandwiches,9,31,"KFC Snacker® with Crispy Strip, Buffalo",KFC
520,Sandwiches,25,40,Doublicious with OR Filet,KFC
440,Entrees,25,39,EC Drumstick Value Box,KFC
290,Sides,15,35,Potato Wedges,KFC
210,Sides,11,26,Potato Salad,KFC
360,Chicken,27,13,Spicy Crispy- Thigh,KFC
200,Chicken,9,8,KFC® OR Filet,KFC
280,Sandwiches,11,31,"KFC Snacker® with Crispy Strip, Ultimate Cheese",KFC
790,Chicken,45,66,Chicken Pot Pie,KFC
460,Entrees,25,34,Grilled Thigh Value Box,KFC
150,Sides,6,21,Cole Slaw,KFC
250,Desserts,12,33,Apple Turnover (1),KFC
360,Chicken,21,11,OR Chicken- Breast,KFC
340,Chicken,24,10,EC Chicken- Thigh,KFC
90,Chicken,4,0,Grilled Chicken- Drumstick,KFC
70,Wings,4,5,Fiery Buffalo Hot Wings® (1),KFC
540,Entrees,28,58,HBBQ Hot Wings® Value Box,KFC
15,Salads,0,3,House Side Salad without Dressing,KFC
120,Sides,4,19,Mashed Potatoes with Gravy,KFC
190,Sides,10,22,Macaroni Salad,KFC
290,Desserts,16,34,Oreo® Cookies and Crème Pie Slice,KFC
420,Chicken,25,12,Spicy Crispy- Breast,KFC
390,Chicken,21,17,Crispy Strips (3),KFC
260,Sandwiches,9,29,KFC Snacker® with Crispy Strip without Sauce,KFC
610,Sandwiches,37,18,Double Down with OR Filet,KFC
400,Entrees,22,37,OR Drumstick Value Box,KFC
35,Salads,0,8,Hidden Valley® The Original Ranch® Fat Free Dressing (1),KFC
160,Sides,7,19,Macaroni and Cheese,KFC
160,Desserts,8,21,Sweet Life® Chocolate Chip Cookie,KFC
170,Chicken,12,6,Spicy Crispy- Whole Wing,KFC
170,Chicken,10,0,Grilled Chicken- Thigh,KFC
310,Sandwiches,15,30,KFC Snacker® with Crispy Strip,KFC
380,Entrees,19,34,Grilled Drumstick Value Box,KFC
160,Salads,17,1,Heinz Buttermilk Ranch Dressing (1),KFC
90,Sides,3,15,Mashed Potatoes without Gravy,KFC
210,Sides,9,28,KFC® Cornbread Muffin,KFC
150,Desserts,6,22,Sweet Life® Oatmeal Raisin Cookie,KFC
120,Chicken,7,3,OR Chicken- Drumstick,KFC
260,Chicken,17,12,Popcorn Chicken-Kids,KFC
210,Sandwiches,3,32,"KFC Snacker®, Honey BBQ",KFC
680,Entrees,31,74,KFC Famous Bowls®-Mashed Potato with Gravy,KFC
540,Entrees,32,42,OR Thigh Value Box,KFC
180,Sides,8,23,Biscuit,KFC
300,Desserts,15,39,Café Valley Bakery® Chocolate Chip Cake (6 slices per cake),KFC
250,Chicken,17,7,OR Chicken- Thigh,KFC
400,Chicken,26,18,Popcorn Chicken-Individual,KFC
610,Sandwiches,33,52,Crispy Twister®,KFC
260,Entrees,13,26,Snack-Size Bowl,KFC
630,Entrees,39,45,EC Thigh Value Box,KFC
200,Sides,11,15,KFC® Gizzards,KFC
400,Desserts,13,65,Lil' Bucket™ Lemon Crème Parfait Cup,KFC
190,Chicken,13,6,EC Chicken- Whole Wing,KFC
560,Chicken,37,26,Popcorn Chicken-Large,KFC
490,Sandwiches,20,51,Crispy Twister® without Sauce,KFC
680,Entrees,41,53,Popcorn Chicken Value Box,KFC
340,Salads,18,16,Crispy Chicken Caesar Salad without Dressing & Croutons,KFC
260,Salads,26,4,KFC® Creamy Parmesan Caesar Dressing (1),KFC
180,Sides,10,11,KFC® Livers,KFC
280,Desserts,13,37,Lil' Bucket™ Chocolate Crème Parfait Cup,KFC
310,Desserts,19,31,Reese's® Peanut Butter Pie Slice,KFC
250,Burgers,9,31,Hamburger,McDonald's
750,Burgers,39,61,Angus Deluxe,McDonald's
540,Sandwiches,23,56,Premium Crispy Chicken Ranch BLT Sandwich,McDonald's
400,Wraps,22,30,Angus Chipotle BBQ Bacon Snack Wrap,McDonald's
400,Chicken,24,23,Chicken Selects® Premium Breast Strips,McDonald's
140,Salads,7,10,Premium Bacon Ranch Salad (without chicken),McDonald's
420,Breakfast Sandwiches,23,37,"Bacon, Egg & Cheese Biscuit",McDonald's
560,Breakfast Sandwiches,32,48,"Sausage, Egg & Cheese McGriddles®",McDonald's
150,Breakfast,9,15,Hash Brown,McDonald's
160,Desserts,2,31,Fruit 'n Yogurt Parfait,McDonald's
280,Desserts,6,49,Strawberry Sundae,McDonald's
160,Desserts,7,21,Sugar Cookie,McDonald's
770,Shakes,18,134,Chocolate Triple Thick® Shake,McDonald's
1110,Shakes,26,194,Strawberry Triple Thick® Shake,McDonald's
130,Coffee,5,21,Iced Coffee Caramel,McDonald's
190,Coffee,8,29,Iced Coffee Vanilla,McDonald's
80,Coffee,0,12,Nonfat Cappuccino,McDonald's
260,Coffee,0,53,Nonfat Caramel Latte,McDonald's
180,Coffee,0,37,Nonfat Vanilla Latte,McDonald's
280,Coffee,6,50,Mocha with Nonfat Milk,McDonald's
190,Coffee,0,40,Iced Nonfat Caramel Latte,McDonald's
270,Coffee,8,43,Iced Mocha with Nonfat Milk,McDonald's
150,Coffee,8,11,Latte ,McDonald's
240,Coffee,6,42,Hazelnut Cappuccino,McDonald's
330,Coffee,9,53,Vanilla Latte,McDonald's
300,Drinks,12,41,Hot Chocolate,McDonald's
230,Coffee,6,41,Iced Hazelnut Latte,McDonald's
310,Coffee,13,42,Iced Mocha,McDonald's
450,Coffee,20,62,Frappe Mocha,McDonald's
260,Shakes,1,60,Wild Berry Smoothie,McDonald's
510,Burgers,26,40,Quarter Pounder® with Cheese,McDonald's
500,Sandwiches,26,44,McRib ®,McDonald's
330,Wraps,16,34,Honey Mustard Snack Wrap® (Crispy),McDonald's
230,French Fries,11,29,Small French Fries,McDonald's
20,Salads,0,4,Side Salad,McDonald's
430,Breakfast Sandwiches,27,34,Sausage Biscuit,McDonald's
1090,Breakfast,56,111,Big Breakfast with Hotcakes,McDonald's
580,Desserts,19,89,McFlurry® with OREO® Cookies,McDonald's
570,Shakes,17,92,Strawberry McCafe® Shake,McDonald's
1110,Shakes,26,193,Vanilla Triple Thick Shake®,McDonald's
190,Coffee,8,29,Iced Coffee Hazelnut,McDonald's
120,Coffee,11,16,Iced Coffee with Sugar Free Vanilla Syrup,McDonald's
120,Coffee,0,18,Nonfat Latte,McDonald's
180,Coffee,0,37,Nonfat Hazelnut Latte,McDonald's
70,Coffee,0,19,Nonfat Cappuccino with Sugar Free Vanilla Syrup,McDonald's
390,Drinks,6,68,Hot Chocolate with Nonfat Milk,McDonald's
140,Coffee,0,31,Iced Nonfat Vanilla Latte,McDonald's
280,Coffee,4,49,Nonfat Caramel Mocha,McDonald's
240,Coffee,6,41,Caramel Cappuccino,McDonald's
330,Coffee,9,53,Hazelnut Latte,McDonald's
130,Coffee,7,17,Latte with Sugar Free Vanilla Syrup,McDonald's
230,Coffee,6,40,Iced Caramel Latte,McDonald's
380,Coffee,16,48,Iced Caramel Mocha,McDonald's
260,Shakes,1,60,Strawberry Banana Smoothie,McDonald's
740,Burgers,42,40,Double Quarter Pounder® with Cheese,McDonald's
360,Sandwiches,9,41,Premium Grilled Chicken Classic Sandwich,McDonald's
260,Wraps,9,27,Honey Mustard Snack Wrap® (Grilled),McDonald's
380,French Fries,19,48,Medium French Fries,McDonald's
210,Salads,8,31,Snack Size Fruit & Walnut Salad,McDonald's
480,Breakfast Sandwiches,31,39,Sausage Biscuit,McDonald's
1150,Breakfast,60,116,Big Breakfast with Hotcakes,McDonald's
250,Desserts,13,32,Baked Hot Apple Pie,McDonald's
580,Shakes,17,94,"Chocolate McCafe® Shake
",McDonald's
710,Shakes,20,116,Strawberry McCafe® Shake,McDonald's
420,Shakes,10,72,Vanilla Triple Thick® Shake,McDonald's
270,Coffee,11,43,Iced Coffee Hazelnut,McDonald's
110,Tea,0,27,Sweet Tea,McDonald's
150,Coffee,0,33,Nonfat Caramel Cappuccino,McDonald's
220,Coffee,0,46,Nonfat Hazelnut Latte,McDonald's
80,Coffee,0,22,Nonfat Cappuccino with Sugar Free Vanilla Syrup,McDonald's
50,Coffee,0,7,Iced Nonfat Latte,McDonald's
150,Coffee,0,33,Iced Nonfat Vanilla Latte,McDonald's
240,Coffee,4,41,Nonfat Caramel Mocha,McDonald's
290,Coffee,8,49,Caramel Cappuccino,McDonald's
200,Coffee,5,34,Vanilla Cappuccino,McDonald's
160,Coffee,8,21,Latte with Sugar Free Vanilla Syrup,McDonald's
160,Coffee,3,31,Iced Hazelnut Latte,McDonald's
300,Coffee,14,36,Iced Caramel Mocha,McDonald's
300,Burgers,12,33,Cheeseburger,McDonald's
770,Burgers,40,59,Angus Mushroom & Swiss,McDonald's
400,Sandwiches,17,39,Southern Style Crispy Chicken Sandwich,McDonald's
410,Wraps,25,27,Angus Deluxe Snack Wrap,McDonald's
660,Chicken,40,39,Chicken Selects® Premium Breast Strips,McDonald's
220,Salads,6,12,Premium Caesar Salad with Grilled Chicken,McDonald's
480,Breakfast Sandwiches,27,43,"Bacon, Egg & Cheese Biscuit",McDonald's
420,Breakfast Sandwiches,22,44,Sausage McGriddles®,McDonald's
560,Breakfast Sandwiches,27,56,"Bacon, Egg & Cheese Bagel",McDonald's
340,Desserts,8,60,Hot Caramel Sundae,McDonald's
1160,Shakes,27,203,Chocolate Triple Thick® Shake,McDonald's
540,Shakes,16,88,Vanilla McCafe® Shake,McDonald's
190,Coffee,8,27,Iced Coffee Caramel,McDonald's
270,Coffee,11,43,Iced Coffee Vanilla,McDonald's
90,Coffee,0,13,Nonfat Cappuccino,McDonald's
150,Coffee,0,34,Nonfat Hazelnut Cappuccino,McDonald's
220,Coffee,0,46,Nonfat Vanilla Latte,McDonald's
330,Coffee,6,58,Mocha with Nonfat Milk,McDonald's
140,Coffee,0,32,Iced Nonfat Hazelnut Latte,McDonald's
300,Coffee,6,49,Iced Nonfat Caramel Mocha,McDonald's
180,Coffee,10,13,Latte,McDonald's
290,Coffee,8,51,Hazelnut Cappuccino,McDonald's
100,Coffee,5,15,Cappuccino with Sugar Free Vanilla Syrup,McDonald's
380,Drinks,15,53,Hot Chocolate,McDonald's
160,Coffee,3,31,Iced Vanilla Latte,McDonald's
360,Coffee,14,47,Caramel Mocha,McDonald's
560,Coffee,24,78,Frappe Mocha,McDonald's
790,Burgers,39,63,Angus Bacon & Cheese,McDonald's
380,Sandwiches,10,41,Premium Grilled Chicken Ranch BLT Sandwich,McDonald's
800,Wraps,39,66,Angus Chipotle BBQ Bacon,McDonald's
470,Nuggets,30,30,Chicken McNuggets®,McDonald's
370,Salads,20,20,Premium Bacon Ranch Salad with Crispy Chicken,McDonald's
160,Breakfast Sandwiches,3,27,English Muffin ,McDonald's
420,Breakfast Sandwiches,18,48,"Bacon, Egg & Cheese McGriddles®",McDonald's
520,Breakfast,24,61,Hotcakes and Sausage,McDonald's
45,Desserts,1,8,Kiddie Cone,McDonald's
150,Desserts,6,22,Oatmeal Raisin Cookie,McDonald's
580,Shakes,14,102,Chocolate Triple Thick® Shake,McDonald's
740,Shakes,18,128,Strawberry Triple Thick® Shake,McDonald's
0,Coffee,0,0,Coffee,McDonald's
130,Coffee,5,21,Iced Coffee Vanilla,McDonald's
60,Coffee,0,9,Nonfat Cappuccino,McDonald's
220,Coffee,0,45,Nonfat Caramel Latte,McDonald's
230,Coffee,0,51,Nonfat Vanilla Cappuccino,McDonald's
240,Coffee,5,41,Mocha with Nonfat Milk,McDonald's
150,Coffee,0,32,Iced Nonfat Caramel Latte,McDonald's
60,Coffee,0,19,Iced Nonfat Latte with Sugar Free Vanilla Syrup,McDonald's
180,Coffee,10,13,Cappuccino,McDonald's
200,Coffee,5,34,Hazelnut Cappuccino,McDonald's
280,Coffee,8,44,Vanilla Latte,McDonald's
400,Coffee,14,58,Mocha,McDonald's
160,Coffee,3,29,Iced Caramel Latte,McDonald's
110,Coffee,6,19,Iced Latte with Sugar Free Vanilla Syrup,McDonald's
680,Coffee,29,94,Frappe Caramel,McDonald's
320,Shakes,1,75,Wild Berry Smoothie,McDonald's
440,Burgers,23,34,Double Cheeseburger,McDonald's
380,Sandwiches,18,38,Filet-O-Fish®,McDonald's
340,Wraps,17,33,Ranch Snack Wrap® (Crispy),McDonald's
430,Wraps,26,27,Angus Mushroom & Swiss Snack Wrap,McDonald's
320,Salads,9,30,Premium Southwest Salad with Grilled Chicken,McDonald's
330,Salads,17,20,Premium Caesar Salad with Crispy Chicken,McDonald's
510,Breakfast Sandwiches,33,36,Sausage Biscuit with Egg,McDonald's
740,Breakfast,48,51,Big Breakfast®,McDonald's
330,Desserts,10,54,Hot Fudge Sundae,McDonald's
430,Desserts,16,64,Snack Size McFlurry® with M&M'S® Candies,McDonald's
680,Shakes,20,111,Vanilla McCafe® Shake,McDonald's
270,Coffee,11,41,Iced Coffee Caramel,McDonald's
60,Coffee,5,8,Iced Coffee with Sugar Free Vanilla Syrup,McDonald's
90,Coffee,0,13,Nonfat Latte,McDonald's
190,Coffee,0,43,Nonfat Hazelnut Cappuccino,McDonald's
260,Coffee,0,55,Nonfat Vanilla Latte,McDonald's
250,Drinks,5,43,Hot Chocolate with Nonfat Milk,McDonald's
150,Coffee,0,33,Iced Nonfat Hazelnut Latte,McDonald's
240,Coffee,6,37,Iced Nonfat Caramel Mocha,McDonald's
210,Coffee,11,16,Latte,McDonald's
230,Coffee,7,36,Hazelnut Latte,McDonald's
120,Coffee,6,18,Cappuccino with Sugar Free Vanilla Syrup,McDonald's
460,Drinks,18,63,Hot Chocolate,McDonald's
290,Coffee,12,39,Caramel Mocha,McDonald's
680,Coffee,28,96,Frappe Mocha,McDonald's
390,Burgers,19,33,McDouble,McDonald's
360,Sandwiches,16,40,McChicken ®,McDonald's
270,Wraps,10,26,Ranch Snack Wrap® (Grilled),McDonald's
330,Wraps,19,26,Mac Snack Wrap,McDonald's
430,Salads,20,38,Premium Southwest Salad with Crispy Chicken,McDonald's
90,Salads,4,9,Premium Caesar Salad (without chicken),McDonald's
570,Breakfast Sandwiches,37,42,Sausage Biscuit with Egg,McDonald's
800,Breakfast,52,56,Big Breakfast®,McDonald's
710,Desserts,25,105,McFlurry® with M&M'S® Candies,McDonald's
340,Desserts,12,53,Snack Size McFlurry® with OREO® Cookies,McDonald's
830,Shakes,24,138,Vanilla McCafe® Shake,McDonald's
130,Coffee,5,21,Iced Coffee Hazelnut,McDonald's
90,Coffee,8,11,Iced Coffee with Sugar Free Vanilla Syrup,McDonald's
